datasetName,eventID,eventDate,decimalLongitude,decimalLatitude,countryCode,geodeticDatum,minimumDepthInMeters,maximumDepthInMeters
SIO_Delmar_mooring,D20180406T033616_IFCB115,2018-04-06T03:36:16+00:00,32.93,-117.3172,US,WGS84,5.0,5.0
