eventID,occurrenceID,associatedMedia,basisOfRecord,identificationVerificationStatus,identifiedBy,verbatimIdentification,scientificName,scientificNameID,kingdom,occurrenceStatus,institutionCode
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00298_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00298.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,NaN,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00305_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00305.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00317_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00317.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00318_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00318.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00319_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00319.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,NaN,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00332_Leptocylindrus,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00332.png,MachineObservation,ValidatedByHuman,rshipe,Leptocylindrus,Leptocylindrus,urn:lsid:marinespecies.org:taxname:149038,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00355_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00355.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00364_Chaetoceros,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00364.png,MachineObservation,ValidatedByHuman,kkenitz,Chaetoceros,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00373_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00373.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Protozoa,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00375_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00375.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00377_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00377.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00387_Chaetoceros,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00387.png,MachineObservation,ValidatedByHuman,kkenitz,Chaetoceros,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00388_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00388.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00396_Leptocylindrus,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00396.png,MachineObservation,ValidatedByHuman,rshipe,Leptocylindrus,Leptocylindrus,urn:lsid:marinespecies.org:taxname:149038,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00399_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00399.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00425_Cylindrotheca,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00425.png,MachineObservation,ValidatedByHuman,jaymesmi,Cylindrotheca,Cylindrotheca,urn:lsid:marinespecies.org:taxname:149003,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00429_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00429.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00434_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00434.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00435_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00435.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00454_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00454.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,NaN,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00459_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00459.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00467_Ceratium fusus,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00467.png,MachineObservation,ValidatedByHuman,kkenitz,Ceratium fusus,Tripos fusus,urn:lsid:marinespecies.org:taxname:840626,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00474_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00474.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00476_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00476.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00492_Bacillariophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00492.png,MachineObservation,ValidatedByHuman,hsosik,Bacillariophyceae,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,NaN,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00497_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00497.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00498_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00498.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00499_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00499.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00501_Bacillariophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00501.png,MachineObservation,ValidatedByHuman,hsosik,Bacillariophyceae,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00508_Bacillariophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00508.png,MachineObservation,ValidatedByHuman,hsosik,Bacillariophyceae,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00520_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00520.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00528_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00528.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,NaN,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00541_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00541.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00561_ciliate,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00561.png,MachineObservation,ValidatedByHuman,hsosik,ciliate,Spirotrichea,urn:lsid:marinespecies.org:taxname:1348,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00576_Mesodinium,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00576.png,MachineObservation,ValidatedByHuman,kkenitz,Mesodinium,Mesodinium,urn:lsid:marinespecies.org:taxname:179320,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00577_Dinophyceae,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00577.png,MachineObservation,ValidatedByHuman,hsosik,Dinophyceae,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Chromista,present,Axiom ROR
D20180406T033616_IFCB115,D20180406T033616_IFCB115_00598_Ceratium fusus,https://ifcb-data.whoi.edu/SIO_Delmar_mooring/D20180406T033616_IFCB115_00598.png,MachineObservation,ValidatedByHuman,kkenitz,Ceratium fusus,Tripos fusus,urn:lsid:marinespecies.org:taxname:840626,Chromista,present,Axiom ROR
